config_id,dataset_version,embedding_model,environment,git_commit,latency_ms,metrics,query_id,relevant_chunk_ids,result_scope,retrieval_config,retrieval_parameters,returned_chunk_ids,timestamp
1,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,4.55775000000358,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q1,"[-20000, -20001]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20000, -20001, -20006, -20007, -20009]",2026-07-13T15:59:11.843493+00:00
1,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,2.2136250004223257,"{""recall_at_5"": 0.5, ""recall_at_10"": 0.5, ""mrr"": 1.0, ""ndcg_at_10"": 0.6131471927654584}",demo-q2,"[-20002, -20003]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20002, -20001, -20006, -20010, -20009]",2026-07-13T15:59:11.843493+00:00
1,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.536416999897483,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q3,[-1003],demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1003, -20006, -20010, -20009, -20008]",2026-07-13T15:59:11.843493+00:00
1,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.5379169999505393,"{""recall_at_5"": 0.6666666666666666, ""recall_at_10"": 0.6666666666666666, ""mrr"": 1.0, ""ndcg_at_10"": 0.7653606369886217}",demo-q4,"[-20005, -20006, -20007]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20006, -20005, -20008, -20000, -20002]",2026-07-13T15:59:11.843493+00:00
1,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.439084000139701,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 0.8529278650606567}",demo-q5,"[-20008, -20009, -20010]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20008, -20006, -20001, -20010, -20009]",2026-07-13T15:59:11.843493+00:00
2,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.7512909998913528,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q1,"[-20000, -20001]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20000, -20001, -20006, -20007, -20009, -20008, -20002, -20010, -20005, -20003]",2026-07-13T15:59:11.843493+00:00
2,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,2.0789999998669373,"{""recall_at_5"": 0.5, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 0.7977228895450266}",demo-q2,"[-20002, -20003]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20002, -20001, -20006, -20010, -20009, -20008, -20007, -20005, -20003, -20000]",2026-07-13T15:59:11.843493+00:00
2,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.4103749999776483,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q3,[-1003],demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1003, -20006, -20010, -20009, -20008, -20007, -20005, -20003, -20002, -20001]",2026-07-13T15:59:11.843493+00:00
2,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.4563749996341357,"{""recall_at_5"": 0.6666666666666666, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 0.9134015924715543}",demo-q4,"[-20005, -20006, -20007]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20006, -20005, -20008, -20000, -20002, -20009, -20010, -20007, -20003, -20001]",2026-07-13T15:59:11.843493+00:00
2,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.3172909998502291,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 0.8529278650606567}",demo-q5,"[-20008, -20009, -20010]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20008, -20006, -20001, -20010, -20009, -20007, -20005, -20003, -20002, -20000]",2026-07-13T15:59:11.843493+00:00
3,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.900541999930283,"{""recall_at_5"": 0.6666666666666666, ""recall_at_10"": 0.6666666666666666, ""mrr"": 1.0, ""ndcg_at_10"": 0.7653606369886217}",demo-q1,"[-20000, -20001, -20002]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20000, -20001, -20009, -20008, -20012]",2026-07-13T15:59:11.843493+00:00
3,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.4817919995948614,"{""recall_at_5"": 0.6666666666666666, ""recall_at_10"": 0.6666666666666666, ""mrr"": 0.5, ""ndcg_at_10"": 0.5307212739772434}",demo-q2,"[-20003, -20004, -20005]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20014, -20003, -20004, -20002, -20009]",2026-07-13T15:59:11.843493+00:00
3,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.2759579999510606,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q3,[-1003],demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1003, -20009, -20008, -20014, -20013]",2026-07-13T15:59:11.843493+00:00
3,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.2127500003771274,"{""recall_at_5"": 0.5, ""recall_at_10"": 0.5, ""mrr"": 1.0, ""ndcg_at_10"": 0.6366824387328317}",demo-q4,"[-20007, -20008, -20009, -20010]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20008, -20007, -20011, -20000, -20003]",2026-07-13T15:59:11.843493+00:00
3,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.1660840000331518,"{""recall_at_5"": 0.75, ""recall_at_10"": 0.75, ""mrr"": 1.0, ""ndcg_at_10"": 0.7095272044910244}",demo-q5,"[-20011, -20012, -20013, -20014]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20011, -20009, -20008, -20012, -20014]",2026-07-13T15:59:11.843493+00:00
4,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.6017090001696488,"{""recall_at_5"": 0.6666666666666666, ""recall_at_10"": 0.6666666666666666, ""mrr"": 1.0, ""ndcg_at_10"": 0.7653606369886217}",demo-q1,"[-20000, -20001, -20002]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20000, -20001, -20009, -20008, -20012, -20013, -20011, -20003, -20014, -20010]",2026-07-13T15:59:11.843493+00:00
4,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.3748339997619041,"{""recall_at_5"": 0.6666666666666666, ""recall_at_10"": 0.6666666666666666, ""mrr"": 0.5, ""ndcg_at_10"": 0.5307212739772434}",demo-q2,"[-20003, -20004, -20005]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20014, -20003, -20004, -20002, -20009, -20008, -20001, -20013, -20012, -20011]",2026-07-13T15:59:11.843493+00:00
4,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.318041000104131,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q3,[-1003],demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1003, -20009, -20008, -20014, -20013, -20012, -20011, -20010, -20007, -20005]",2026-07-13T15:59:11.843493+00:00
4,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.8417910000607662,"{""recall_at_5"": 0.5, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 0.867043684838194}",demo-q4,"[-20007, -20008, -20009, -20010]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20008, -20007, -20011, -20000, -20003, -20012, -20014, -20013, -20010, -20009]",2026-07-13T15:59:11.843493+00:00
4,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.29233400002704,"{""recall_at_5"": 0.75, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 0.8485833840018}",demo-q5,"[-20011, -20012, -20013, -20014]",demo,"{""mode"": ""exact"", ""chunk_size"": 160, ""overlap"": 60, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-20011, -20009, -20008, -20012, -20014, -20013, -20010, -20007, -20005, -20004]",2026-07-13T15:59:11.843493+00:00
5,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.8714160000854463,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q1,[-1001],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1001, -1004, -1005, -1002, -1003]",2026-07-13T15:59:11.843493+00:00
5,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.3051670002823812,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q2,[-1002],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1002, -1004, -1001, -1005, -1003]",2026-07-13T15:59:11.843493+00:00
5,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.1677499996949336,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q3,[-1003],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1003, -1004, -1005, -1002, -1001]",2026-07-13T15:59:11.843493+00:00
5,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.34479200005444,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q4,[-1004],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1004, -1002, -1001, -1005, -1003]",2026-07-13T15:59:11.843493+00:00
5,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.2147080001341237,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q5,[-1005],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1005, -1004, -1003, -1002, -1001]",2026-07-13T15:59:11.843493+00:00
6,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.4571249998880376,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q1,[-1001],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1001, -1004, -1005, -1002, -1003]",2026-07-13T15:59:11.843493+00:00
6,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.1353750001035223,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q2,[-1002],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1002, -1004, -1001, -1005, -1003]",2026-07-13T15:59:11.843493+00:00
6,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.0794999998324784,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q3,[-1003],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1003, -1004, -1005, -1002, -1001]",2026-07-13T15:59:11.843493+00:00
6,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.3150839999980235,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q4,[-1004],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1004, -1002, -1001, -1005, -1003]",2026-07-13T15:59:11.843493+00:00
6,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.2046669999108417,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q5,[-1005],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 20, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1005, -1004, -1003, -1002, -1001]",2026-07-13T15:59:11.843493+00:00
7,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.4713750001646986,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q1,[-1001],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1001, -1004, -1005, -1002, -1003]",2026-07-13T15:59:11.843493+00:00
7,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.1998750001112057,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q2,[-1002],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1002, -1004, -1001, -1005, -1003]",2026-07-13T15:59:11.843493+00:00
7,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.1927919999834558,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q3,[-1003],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1003, -1004, -1005, -1002, -1001]",2026-07-13T15:59:11.843493+00:00
7,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.7321250002169108,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q4,[-1004],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1004, -1002, -1001, -1005, -1003]",2026-07-13T15:59:11.843493+00:00
7,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.3942499999757274,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q5,[-1005],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 60, ""top_k"": 5, ""ef_search"": 40}","{""top_k"": 5, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1005, -1004, -1003, -1002, -1001]",2026-07-13T15:59:11.843493+00:00
8,demo-v1,demo/deterministic-token-hash,"{""python"": ""3.11.15"", ""platform"": ""Linux-6.12.76-linuxkit-aarch64-with-glibc2.41"", ""database"": ""PostgreSQL + pgvector"", ""demo"": true, ""git_dirty"": ""false""}",32f626a17c60ba51aeb0ffebf518229ef8a8bb99,1.4621250002164743,"{""recall_at_5"": 1.0, ""recall_at_10"": 1.0, ""mrr"": 1.0, ""ndcg_at_10"": 1.0}",demo-q1,[-1001],demo,"{""mode"": ""exact"", ""chunk_size"": 320, ""overlap"": 60, ""top_k"": 10, ""ef_search"": 40}","{""top_k"": 10, ""distance"": ""cosine"", ""index"": ""disabled""}","[-1001, -1004, -1005, -1002, -1003]",2026-07-13T15:59:11.843493+00:00
